Top Ranking															
	Market ALL (SET+mai)														
Rank By :	% Change														
Period :	Daily  10/01/2019 To 10/01/2019														
Rank	Symbol	Prior	High	Low	Close	% Change	AOM Volume (Shares)	AOM Value (Baht)	Total Volume (Shares)	Total Value (Baht)	Turnover Ratio (%)	Market Capital (Baht)	P/E* (Times)	P/BV* (Times)	Dividend Yield (%)
1157	STEC	21.2	21.4	20.7	20.9	-1.42	"10,834,400.00"	"227,873,360.00"	"10,834,462.00"	"227,874,670.80"	0.71	"31,874,726,686.00"	N/A	3.09	N/A
1158	MFEC	2.8	2.8	2.74	2.76	-1.43	"152,000.00"	"421,454.00"	"152,000.00"	"421,454.00"	0.03	"1,218,411,811.80"	15.25	0.64	9.06
1159	HTC	13.9	13.8	13.5	13.7	-1.44	"37,800.00"	"517,400.00"	"37,800.00"	"517,400.00"	0.02	"2,729,286,600.00"	10.74	1.02	7.3
1160	AAV01P1902A	0.69	0.69	0.68	0.68	-1.45	"172,500.00"	"117,301.00"	"172,500.00"	"117,301.00"	0.84	"14,021,600.00"	-	-	-
1161	SSC	34.5	34.5	34	34	-1.45	300	"10,275.00"	310	"10,630.00"	N/A	"9,040,616,456.00"	N/A	1.06	N/A
1162	BBL	208	209	205	205	-1.44	"3,743,600.00"	"772,929,200.00"	"4,172,900.00"	"861,565,483.88"	0.28	"391,312,793,270.00"	10.95	0.97	3.17
1163	SONIC	1.34	1.34	1.31	1.32	-1.49	"322,800.00"	"426,593.00"	"322,800.00"	"426,593.00"	0.06	"726,000,000.00"	15.19	-	N/A
1164	COTTO	2.02	2.04	1.99	1.99	-1.49	"236,300.00"	"473,038.00"	"236,352.00"	"473,141.48"	N/A	"11,865,616,253.67"	192.58	1.43	N/A
1165	BR	3.96	3.98	3.9	3.9	-1.52	"755,800.00"	"2,970,398.00"	"755,850.00"	"2,970,596.00"	0.08	"3,562,441,576.20"	11.77	0.78	10.26
1166	CM	3.98	4.02	3.92	3.92	-1.51	"42,800.00"	"170,330.00"	"42,800.00"	"170,330.00"	0.01	"1,494,091,242.00"	15.72	1.03	8.67
1167	DOD	13.1	13.1	12.8	12.9	-1.53	"633,400.00"	"8,218,980.00"	"633,400.00"	"8,218,980.00"	0.15	"5,289,000,000.00"	16.37	3.9	N/A
1168	SGF	1.31	1.34	1.29	1.29	-1.53	"8,466,100.00"	"11,119,745.00"	"8,466,101.00"	"11,119,746.35"	0.65	"1,689,900,000.00"	10.68	0.99	N/A
1169	AYUD-W1	3.88	3.96	3.8	3.82	-1.55	"897,000.00"	"3,468,424.00"	"897,003.00"	"3,468,435.52"	1.14	"300,186,609.24"	-	-	-
1170	COLOR	1.3	1.3	1.27	1.28	-1.54	"8,200.00"	"10,460.00"	"8,200.00"	"10,460.00"	N/A	"753,874,711.04"	24.71	1.02	2.73
1171	BOFFICE	12.9	12.8	12.7	12.7	-1.55	"121,300.00"	"1,540,600.00"	"621,301.00"	"7,940,612.80"	0.12	"6,544,437,000.00"	-	1.31	N/A
1172	MOONG	6.45	6.45	6.35	6.35	-1.55	"635,700.00"	"4,061,905.00"	"635,700.00"	"4,061,905.00"	0.38	"1,069,547,219.55"	8.26	1.5	2.8
1173	SAMART	6.4	6.45	6.3	6.3	-1.56	"1,358,300.00"	"8,654,970.00"	"1,358,300.00"	"8,654,970.00"	0.13	"6,340,974,633.00"	N/A	1.46	1.59
1174	PTTG13C1906A	0.63	0.62	0.61	0.62	-1.59	"7,319,300.00"	"4,474,905.00"	"7,319,300.00"	"4,474,905.00"	6.1	"74,400,000.00"	-	-	-
1175	S5008P1903A	0.63	0.69	0.57	0.62	-1.59	"28,964,900.00"	"18,613,317.00"	"28,964,900.00"	"18,613,317.00"	28.96	"62,000,000.00"	-	-	-
1176	KTC	31.5	32.25	30.75	31	-1.59	"11,796,900.00"	"369,966,500.00"	"11,797,255.00"	"369,977,683.75"	0.46	"79,928,356,170.00"	16.48	5.29	1.71
1177	HARN	2.5	2.5	2.4	2.46	-1.6	"196,400.00"	"481,000.00"	"196,400.00"	"481,000.00"	0.03	"1,437,870,000.00"	10.45	1.17	5.69
1178	SPA	12.4	12.5	12.2	12.2	-1.61	"147,200.00"	"1,818,820.00"	"147,295.00"	"1,820,001.70"	0.03	"6,954,000,000.00"	34.41	7.98	0.98
1179	NKI	62	61	61	61	-1.61	"2,000.00"	"122,000.00"	"2,000.00"	"122,000.00"	0.01	"2,074,000,000.00"	20.85	0.95	2.39
1180	EE	0.61	0.63	0.59	0.6	-1.64	"5,525,300.00"	"3,355,427.00"	"5,525,301.00"	"3,355,427.69"	0.2	"1,668,000,000.00"	24.15	1.19	N/A
1181	RP	2.42	2.44	2.32	2.38	-1.65	"88,900.00"	"208,970.00"	"89,112.00"	"209,464.86"	0.05	"455,174,407.38"	19.96	0.52	0.52
1182	M	75.75	75.75	73.75	74.5	-1.65	"313,800.00"	"23,379,750.00"	"313,840.00"	"23,382,730.00"	0.03	"68,605,418,450.00"	27.3	5.05	3.08
1183	S5006P1903C	0.6	0.67	0.53	0.59	-1.67	"19,480,300.00"	"11,620,352.00"	"19,480,300.00"	"11,620,352.00"	32.47	"35,400,000.00"	-	-	-
1184	THCOM	6	6.05	5.9	5.9	-1.67	"1,083,000.00"	"6,468,650.00"	"1,083,012.00"	"6,468,721.40"	0.1	"6,467,001,528.60"	N/A	0.43	N/A
1185	HYDRO	1.17	1.2	1.15	1.15	-1.71	"99,100.00"	"114,854.00"	"99,100.00"	"114,854.00"	0.01	"902,714,074.00"	N/A	2.29	N/A
1186	SABINA	29	29	28.5	28.5	-1.72	"59,700.00"	"1,713,900.00"	"59,701.00"	"1,713,929.25"	0.02	"9,903,750,000.00"	29.37	5.59	2.88
1187	TKS	8.75	8.75	8.55	8.6	-1.71	"761,100.00"	"6,578,795.00"	"761,224.00"	"6,579,858.60"	0.18	"3,613,778,196.20"	6.69	1.38	6.68
1188	GRAMMY	5.85	5.85	5.75	5.75	-1.71	"78,900.00"	"455,140.00"	"78,900.00"	"455,140.00"	0.01	"4,714,710,941.75"	11.63	4.82	N/A
1189	KAMART	3.52	3.54	3.4	3.46	-1.7	"962,300.00"	"3,335,570.00"	"962,300.00"	"3,335,570.00"	0.11	"3,044,793,135.36"	8.29	3.11	7.59
1190	LANNA	11.7	11.7	11.5	11.5	-1.71	"45,800.00"	"532,270.00"	"45,800.00"	"532,270.00"	0.01	"6,037,496,308.50"	7.52	1.38	7.57
1191	WORK13C1905A	0.57	0.58	0.55	0.56	-1.75	"467,900.00"	"265,782.00"	"467,900.00"	"265,782.00"	0.39	"67,200,000.00"	-	-	-
1192	GULF	85.25	85.75	83.25	83.75	-1.76	"7,099,600.00"	"597,603,375.00"	"7,100,134.00"	"597,648,372.25"	0.33	"178,663,875,000.00"	51.69	4.94	0.48
1193	ESSO	11.4	11.5	11.1	11.2	-1.75	"10,116,100.00"	"113,936,560.00"	"10,116,244.00"	"113,938,189.20"	0.29	"38,761,609,600.00"	4.92	1.36	8.93
1194	NFC	5.65	5.9	5.55	5.55	-1.77	"32,400.00"	"184,220.00"	"32,412.00"	"184,276.40"	N/A	"6,037,473,460.80"	32.2	5.95	N/A
1195	KKP19C1906A	0.55	0.56	0.54	0.54	-1.82	"835,200.00"	"458,338.00"	"835,200.00"	"458,338.00"	0.7	"64,800,000.00"	-	-	-
1196	PTTE13P1905A	0.55	0.55	0.52	0.54	-1.82	"12,340,500.00"	"6,546,985.00"	"12,340,500.00"	"6,546,985.00"	10.28	"64,800,000.00"	-	-	-
1197	TRUE27P1904A	0.55	0.55	0.52	0.54	-1.82	"60,000.00"	"32,200.00"	"60,000.00"	"32,200.00"	0.12	"27,000,000.00"	-	-	-
1198	WIN	0.55	0.55	0.52	0.54	-1.82	"477,600.00"	"253,888.00"	"477,600.00"	"253,888.00"	0.09	"303,017,770.80"	44.7	0.97	N/A
1199	S5001P1903F	1.08	1.15	1	1.06	-1.85	"409,779,400.00"	"443,538,961.00"	"409,779,400.00"	"443,538,961.00"	409.78	"106,000,000.00"	-	-	-
1200	GPSC19C1905A	0.54	0.54	0.52	0.53	-1.85	"2,731,900.00"	"1,432,971.00"	"2,731,900.00"	"1,432,971.00"	2.28	"63,600,000.00"	-	-	-
1201	SAWA11C1906A	0.54	0.54	0.52	0.53	-1.85	"652,600.00"	"341,611.00"	"652,600.00"	"341,611.00"	0.75	"45,898,000.00"	-	-	-
1202	AEONTS	188.5	191	183.5	185	-1.86	"627,600.00"	"117,250,550.00"	"627,688.00"	"117,267,158.50"	0.25	"46,250,000,000.00"	13.34	2.73	2.08
1203	SOLAR	2.14	2.14	2.08	2.1	-1.87	"1,322,600.00"	"2,799,940.00"	"1,322,697.00"	"2,800,145.74"	0.24	"1,142,661,918.30"	N/A	0.77	N/A
1204	BBL-F	214	215	209	210	-1.87	"1,178,200.00"	"248,500,700.00"	"1,189,700.00"	"250,950,200.00"	0.28	"391,312,793,270.00"	10.95	0.97	3.17
1205	III	5.3	5.3	5.05	5.2	-1.89	"542,200.00"	"2,797,005.00"	"542,200.00"	"2,797,005.00"	0.09	"3,143,400,000.00"	24.55	2.72	2.12
1206	MACO	1.59	1.59	1.55	1.56	-1.89	"46,428,000.00"	"72,757,569.00"	"46,428,016.00"	"72,757,594.47"	1.13	"6,437,623,565.88"	25.12	2.41	1.9
1207	TNDT	4.2	4.28	4.1	4.12	-1.9	"42,200.00"	"174,322.00"	"42,200.00"	"174,322.00"	0.04	"412,000,000.00"	N/A	0.81	N/A
1208	TSE	2.08	2.12	2	2.04	-1.92	"2,854,100.00"	"5,780,190.00"	"2,854,330.00"	"5,780,647.04"	0.15	"3,887,729,143.20"	9	0.79	0.26
1209	AUCT	5.15	5.2	5	5.05	-1.94	"522,700.00"	"2,645,885.00"	"522,700.00"	"2,645,885.00"	0.1	"2,777,500,000.00"	19.02	6.54	3.96
1210	BANP01P1903A	1.02	1.04	0.99	1	-1.96	"4,509,200.00"	"4,523,918.00"	"4,509,200.00"	"4,523,918.00"	6.64	"67,910,000.00"	-	-	-
1211	THANI	7.6	7.6	7.45	7.45	-1.97	"3,286,700.00"	"24,654,045.00"	"3,286,736.00"	"24,654,316.70"	0.11	"22,501,113,423.45"	14.94	3.34	0.32
1212	S5028P1901A	0.5	0.51	0.45	0.49	-2	"521,500.00"	"248,561.00"	"521,500.00"	"248,561.00"	0.87	"29,400,000.00"	-	-	-
1213	DCON	0.5	0.5	0.49	0.49	-2	"703,300.00"	"347,687.00"	"703,300.00"	"347,687.00"	0.01	"2,550,131,885.14"	17.26	1.14	9.18
1214	SAWAD-W1	7.4	7.4	7.2	7.25	-2.03	"7,400.00"	"53,660.00"	"7,400.00"	"53,660.00"	0.02	"289,605,542.00"	-	-	-
1215	SCN	3.96	3.96	3.86	3.88	-2.02	"699,500.00"	"2,734,706.00"	"699,500.00"	"2,734,706.00"	0.06	"4,656,000,000.00"	25.88	1.81	2.58
1216	TNH	37	36.75	36	36.25	-2.03	"175,900.00"	"6,377,925.00"	"175,900.00"	"6,377,925.00"	0.1	"6,525,000,000.00"	18.32	3.91	1.66
1217	NPPG	0.99	1	0.93	0.97	-2.02	"3,756,500.00"	"3,651,500.00"	"3,756,500.00"	"3,651,500.00"	0.2	"1,842,063,867.55"	N/A	1.45	N/A
1218	AMAT01C1903A	0.49	0.51	0.47	0.48	-2.04	"4,782,200.00"	"2,418,955.00"	"4,782,200.00"	"2,418,955.00"	7.66	"29,961,600.00"	-	-	-
1219	CRD	0.98	0.96	0.94	0.96	-2.04	"327,700.00"	"311,200.00"	"327,700.00"	"311,200.00"	0.07	"480,000,000.00"	12.66	1	4.32
1220	ADVA24P1908A	0.97	0.95	0.81	0.95	-2.06	"130,000.00"	"114,000.00"	"130,000.00"	"114,000.00"	0.26	"47,500,000.00"	-	-	-
1221	VCOM	2.9	2.9	2.84	2.84	-2.07	"24,900.00"	"71,938.00"	"24,900.00"	"71,938.00"	0.01	"852,000,000.00"	22.4	2.25	2.29
1222	PTTE01P1904B	1.43	1.43	1.38	1.4	-2.1	"2,497,200.00"	"3,475,955.00"	"2,497,200.00"	"3,475,955.00"	4.44	"78,708,000.00"	-	-	-
1223	JWD	7.15	7.2	6.95	7	-2.1	"705,000.00"	"4,952,360.00"	"705,000.00"	"4,952,360.00"	0.07	"7,139,999,601.00"	11.4	2.41	3.57
1224	SCB13P1905A	0.47	0.49	0.43	0.46	-2.13	"16,278,400.00"	"7,527,522.00"	"16,278,400.00"	"7,527,522.00"	13.57	"55,200,000.00"	-	-	-
1225	TOP19C1906A	0.47	0.48	0.44	0.46	-2.13	"10,175,800.00"	"4,721,995.00"	"10,175,800.00"	"4,721,995.00"	8.48	"55,200,000.00"	-	-	-
1226	GPSC11C1909A	0.47	0.48	0.46	0.46	-2.13	"2,283,800.00"	"1,060,164.00"	"2,283,800.00"	"1,060,164.00"	6.12	"17,158,000.00"	-	-	-
1227	CHG	1.85	1.82	1.77	1.81	-2.16	"108,952,100.00"	"195,613,000.00"	"108,952,166.00"	"195,613,118.83"	0.99	"19,910,000,000.00"	30.73	5.74	1.99
1228	S5001C1904A	0.92	0.96	0.85	0.9	-2.17	"12,053,100.00"	"11,031,999.00"	"12,053,100.00"	"11,031,999.00"	17.08	"63,513,000.00"	-	-	-
1229	URBNPF	4.6	4.5	4.5	4.5	-2.17	"14,400.00"	"64,800.00"	"14,400.00"	"64,800.00"	0.02	"324,000,000.00"	-	0.85	6.86
1230	NUSA	0.46	0.46	0.45	0.45	-2.17	"6,637,200.00"	"2,988,613.00"	"6,637,261.00"	"2,988,641.39"	0.09	"3,438,485,442.45"	N/A	0.49	N/A
1231	KCM	0.91	0.91	0.89	0.89	-2.2	"358,000.00"	"321,147.00"	"358,000.00"	"321,147.00"	0.05	"605,200,000.00"	86.81	1.32	N/A
1232	KPNPF	9	8.8	8.8	8.8	-2.22	500	"4,400.00"	500	"4,400.00"	N/A	"1,584,000,000.00"	-	0.83	5.17
1233	MAKRO	33.75	33.5	33	33	-2.22	"426,500.00"	"14,162,450.00"	"426,581.00"	"14,165,133.50"	0.01	"158,400,000,000.00"	26.51	9.37	2.91
1234	CBG06P1903A	1.78	1.87	1.74	1.74	-2.25	"883,000.00"	"1,586,494.00"	"883,000.00"	"1,586,494.00"	2.94	"52,200,000.00"	-	-	-
1235	CHO	1.34	1.35	1.3	1.31	-2.24	"1,465,300.00"	"1,933,385.00"	"1,465,301.00"	"1,933,386.10"	0.11	"1,714,641,337.27"	16.34	2.24	N/A
1236	TTCL	6.7	6.75	6.55	6.55	-2.24	"207,500.00"	"1,369,620.00"	"207,500.00"	"1,369,620.00"	0.03	"4,034,800,000.00"	N/A	0.92	N/A
1237	VIH	6.65	6.55	6.4	6.5	-2.26	"460,000.00"	"2,970,825.00"	"460,067.00"	"2,971,263.00"	0.08	"3,709,325,314.50"	20.47	3.24	1.85
1238	WHA01C1906B	0.44	0.45	0.43	0.43	-2.27	"21,766,900.00"	"9,685,571.00"	"21,766,900.00"	"9,685,571.00"	31.09	"30,104,300.00"	-	-	-
1239	STA19C1903A	0.44	0.45	0.43	0.43	-2.27	"1,648,000.00"	"731,954.00"	"1,648,000.00"	"731,954.00"	1.37	"51,600,000.00"	-	-	-
1240	BH	176	173	168.5	172	-2.27	"11,793,700.00"	"2,016,633,650.00"	"11,796,777.00"	"2,017,158,408.50"	1.62	"125,345,233,404.00"	30.61	7.19	1.57
1241	MALEE	8.65	8.65	8.45	8.45	-2.31	"193,700.00"	"1,645,720.00"	"193,721.00"	"1,645,900.50"	0.07	"2,366,000,000.00"	N/A	1.8	6.6
1242	TPIP11C1909A	0.43	0.42	0.41	0.42	-2.33	"1,440,000.00"	"603,900.00"	"1,440,000.00"	"603,900.00"	6.82	"8,862,000.00"	-	-	-
1243	ITEL-W1	0.43	0.44	0.4	0.42	-2.33	"1,691,000.00"	"702,118.00"	"1,691,030.00"	"702,132.10"	0.68	"104,996,713.50"	-	-	-
1244	TCJ	5.1	5	4.98	4.98	-2.35	"5,900.00"	"29,396.00"	"5,900.00"	"29,396.00"	0.01	"525,868,443.54"	172.45	0.35	0.49
1245	OCC	16.9	16.5	16.5	16.5	-2.37	200	"3,300.00"	200	"3,300.00"	N/A	"990,000,000.00"	5.4	0.97	3.94
1246	S5001C1904B	0.84	0.88	0.77	0.82	-2.38	"17,595,700.00"	"15,096,282.00"	"17,595,700.00"	"15,096,282.00"	22.95	"62,869,400.00"	-	-	-
1247	BPP11C1910A	0.42	0.43	0.41	0.41	-2.38	"1,982,000.00"	"834,020.00"	"1,982,000.00"	"834,020.00"	5.88	"13,817,000.00"	-	-	-
1248	WHA27P1905A	0.42	0.41	0.4	0.41	-2.38	"2,790,000.00"	"1,139,400.00"	"2,790,000.00"	"1,139,400.00"	5.58	"20,500,000.00"	-	-	-
1249	VPO	0.42	0.42	0.41	0.41	-2.38	"30,500.00"	"12,510.00"	"30,500.00"	"12,510.00"	N/A	"385,400,000.00"	N/A	0.57	N/A
1250	TTW	12.6	12.6	12.3	12.3	-2.38	"6,967,200.00"	"86,389,870.00"	"6,967,435.00"	"86,392,788.30"	0.17	"49,077,000,000.00"	17.25	4.21	4.88
1251	SAWA06C1903A	1.24	1.25	1.19	1.21	-2.42	"640,000.00"	"770,400.00"	"640,000.00"	"770,400.00"	1.07	"72,600,000.00"	-	-	-
1252	SLP	0.83	0.84	0.81	0.81	-2.41	"12,200.00"	"9,930.00"	"12,200.00"	"9,930.00"	N/A	"972,000,000.00"	25.01	1	4.94
1253	KBANK-F	186	187	178.5	181.5	-2.42	"2,956,500.00"	"539,685,750.00"	"3,456,500.00"	"630,956,800.00"	0.87	"430,786,834,740.00"	11.6	1.16	2.22
1254	BANP13C1906A	0.41	0.42	0.39	0.4	-2.44	"16,484,600.00"	"6,851,792.00"	"16,484,600.00"	"6,851,792.00"	13.74	"48,000,000.00"	-	-	-
1255	B	0.41	0.42	0.39	0.4	-2.44	"146,500.00"	"58,731.00"	"146,500.00"	"58,731.00"	0.02	"348,703,962.00"	N/A	0.62	N/A
1256	PACE <C >	0.4	0.41	0.38	0.39	-2.5	"2,231,700.00"	"875,538.00"	"2,231,755.00"	"875,555.68"	0.02	"4,695,089,440.08"	N/A	3.28	N/A
1257	RPC	0.4	0.4	0.39	0.39	-2.5	"162,500.00"	"64,391.00"	"162,500.00"	"64,391.00"	0.01	"508,819,008.75"	N/A	0.4	N/A
1258	TACC	2.38	2.42	2.32	2.32	-2.52	"247,500.00"	"578,702.00"	"247,500.00"	"578,702.00"	0.04	"1,410,560,000.00"	15.28	2.18	7.76
1259	ADVANC	178.5	178.5	172.5	174	-2.52	"8,214,500.00"	"1,434,284,600.00"	"8,216,013.00"	"1,434,549,375.50"	0.28	"517,318,587,420.00"	16.94	10.21	4.07
1260	CIMBT	0.79	0.79	0.77	0.77	-2.53	"112,200.00"	"87,207.00"	"112,217.00"	"87,220.09"	N/A	"26,813,141,545.96"	72.88	0.81	N/A
1261	CPF28C1903A	0.39	0.38	0.38	0.38	-2.56	"240,000.00"	"91,200.00"	"240,000.00"	"91,200.00"	0.32	"28,880,000.00"	-	-	-
1262	BEM08C1903A	0.39	0.38	0.37	0.38	-2.56	"2,913,500.00"	"1,081,573.00"	"2,913,500.00"	"1,081,573.00"	3.64	"30,400,000.00"	-	-	-
1263	BJC01C1906A	0.38	0.38	0.35	0.37	-2.63	"8,745,700.00"	"3,244,274.00"	"8,745,700.00"	"3,244,274.00"	10.67	"30,340,000.00"	-	-	-
1264	SMT-W2	0.38	0.4	0.37	0.37	-2.63	"86,700.00"	"33,112.00"	"86,775.00"	"33,121.50"	0.04	"77,372,847.11"	-	-	-
1265	SCG	4.56	4.44	4.44	4.44	-2.63	"10,000.00"	"44,400.00"	"10,000.00"	"44,400.00"	N/A	"4,240,200,000.00"	19.02	1.64	3.38
1266	DDD	18.9	18.9	18.2	18.4	-2.65	"1,117,800.00"	"20,683,380.00"	"1,117,800.00"	"20,683,380.00"	0.35	"5,849,133,680.00"	21.51	1.18	1.13
1267	TVT	0.75	0.77	0.73	0.73	-2.67	"61,600.00"	"45,759.00"	"61,600.00"	"45,759.00"	0.01	"584,021,954.75"	33.92	0.89	N/A
1268	CBG01P1905A	1.48	1.52	1.44	1.44	-2.7	"4,101,500.00"	"6,086,350.00"	"4,101,500.00"	"6,086,350.00"	10.18	"58,003,200.00"	-	-	-
1269	SVI-W3	1.84	1.94	1.79	1.79	-2.72	"90,900.00"	"165,088.00"	"90,900.00"	"165,088.00"	0.29	"55,490,000.00"	-	-	-
1270	NTV	55	55	53.25	53.5	-2.73	"71,300.00"	"3,830,125.00"	"71,300.00"	"3,830,125.00"	0.04	"8,560,000,000.00"	20.37	4.39	2.49
1271	EICT	4.35	4.35	4.23	4.23	-2.76	300	"1,281.00"	300	"1,281.00"	N/A	"1,868,622,165.27"	-	0.88	4.73
1272	WHA28C1906A	0.36	0.37	0.35	0.35	-2.78	"12,501,600.00"	"4,495,092.00"	"12,501,600.00"	"4,495,092.00"	20.16	"21,700,000.00"	-	-	-
1273	S5006C1903A	0.36	0.4	0.32	0.35	-2.78	"11,705,500.00"	"3,996,484.00"	"11,705,500.00"	"3,996,484.00"	19.51	"21,000,000.00"	-	-	-
1274	SAWA08C1903A	0.36	0.37	0.34	0.35	-2.78	"1,522,800.00"	"530,930.00"	"1,522,800.00"	"530,930.00"	1.9	"28,000,000.00"	-	-	-
1275	FVC	0.72	0.73	0.7	0.7	-2.78	"107,700.00"	"77,030.00"	"107,710.00"	"77,038.50"	0.02	"395,599,775.20"	N/A	0.62	0.34
1276	PSL	8.9	9	8.6	8.65	-2.81	"2,976,000.00"	"26,077,035.00"	"2,976,102.00"	"26,077,922.80"	0.19	"13,487,874,606.30"	32.48	1.08	N/A
1277	BPP13C1906A	0.35	0.35	0.33	0.34	-2.86	"22,439,200.00"	"7,680,907.00"	"22,439,200.00"	"7,680,907.00"	18.7	"40,800,000.00"	-	-	-
1278	BGT	1.04	1.02	1	1.01	-2.88	"205,000.00"	"206,202.00"	"205,000.00"	"206,202.00"	0.06	"367,155,103.04"	N/A	0.76	0.89
1279	DREIT	5.15	5	5	5	-2.91	"200,000.00"	"1,000,000.00"	"200,000.00"	"1,000,000.00"	0.05	"2,047,000,000.00"	-	0.56	0.81
1280	VIBHA-W2	1.03	1.01	0.99	1	-2.91	"372,200.00"	"372,301.00"	"372,284.00"	"372,360.06"	0.09	"426,696,746.00"	-	-	-
1281	GL	6.85	6.9	6.5	6.65	-2.92	"7,502,300.00"	"49,766,625.00"	"7,502,302.00"	"49,766,638.40"	0.49	"10,144,828,750.70"	15.22	1.76	N/A
1282	YUASA	10.3	10.3	9.95	10	-2.91	"7,600.00"	"76,200.00"	"7,600.00"	"76,200.00"	0.01	"1,076,250,000.00"	9.79	1.7	2.4
1283	THAN13C1905A	0.34	0.35	0.33	0.33	-2.94	"1,811,500.00"	"609,963.00"	"1,811,500.00"	"609,963.00"	1.51	"39,600,000.00"	-	-	-
1284	GPSC06C1903A	0.34	0.34	0.31	0.33	-2.94	"2,506,500.00"	"804,680.00"	"2,506,500.00"	"804,680.00"	4.18	"19,800,000.00"	-	-	-
1285	S5013C1903A	0.34	0.37	0.29	0.33	-2.94	"627,482,000.00"	"204,629,136.00"	"627,482,000.00"	"204,629,136.00"	101.21	"204,600,000.00"	-	-	-
1286	JTS	1.35	1.34	1.31	1.31	-2.96	"20,600.00"	"27,248.00"	"20,600.00"	"27,248.00"	N/A	"925,459,063.00"	107.19	0.96	N/A
1287	AMANAH	1.68	1.69	1.61	1.63	-2.98	"6,098,300.00"	"9,976,977.00"	"6,098,369.00"	"9,977,090.15"	0.63	"1,567,328,356.57"	10.04	1.44	0.05
1288	PTTE01P1901A	1.33	1.32	1.26	1.29	-3.01	"2,184,400.00"	"2,803,749.00"	"2,184,400.00"	"2,803,749.00"	4.54	"62,010,300.00"	-	-	-
1289	TOP07C1908A	0.33	0.32	0.32	0.32	-3.03	"27,000.00"	"8,640.00"	"27,000.00"	"8,640.00"	0.05	"16,000,000.00"	-	-	-
1290	PTTG08P1904A	0.66	0.66	0.64	0.64	-3.03	"1,507,800.00"	"977,897.00"	"1,507,800.00"	"977,897.00"	1.88	"51,200,000.00"	-	-	-
1291	CPF13C1903A	0.33	0.32	0.32	0.32	-3.03	"5,452,100.00"	"1,744,672.00"	"5,452,100.00"	"1,744,672.00"	4.54	"38,400,000.00"	-	-	-
1292	ALT-W1	0.66	0.67	0.64	0.64	-3.03	"35,900.00"	"23,496.00"	"35,900.00"	"23,496.00"	0.02	"149,750,083.20"	-	-	-
1293	SINGER	6.5	6.65	6.3	6.3	-3.08	"163,100.00"	"1,051,775.00"	"163,146.00"	"1,052,069.65"	0.06	"1,701,000,000.00"	N/A	1.15	N/A
1294	S5028P1903A	0.96	1.02	0.88	0.93	-3.12	"76,511,600.00"	"73,008,933.00"	"76,511,600.00"	"73,008,933.00"	144.36	"49,290,000.00"	-	-	-
1295	CPAL27P1905A	0.32	0.31	0.31	0.31	-3.13	"90,000.00"	"27,900.00"	"90,000.00"	"27,900.00"	0.18	"15,500,000.00"	-	-	-
1296	TVD-W2	0.63	0.63	0.61	0.61	-3.17	"144,700.00"	"88,273.00"	"144,743.00"	"88,280.31"	0.09	"99,155,914.19"	-	-	-
1297	STA13C1906A	0.31	0.32	0.3	0.3	-3.23	"26,260,000.00"	"8,058,565.00"	"26,260,000.00"	"8,058,565.00"	21.88	"36,000,000.00"	-	-	-
1298	UV19C1906A	0.31	0.31	0.3	0.3	-3.23	"1,152,400.00"	"351,758.00"	"1,152,400.00"	"351,758.00"	0.96	"36,000,000.00"	-	-	-
1299	BANP01P1903B	0.62	0.64	0.6	0.6	-3.23	"4,742,100.00"	"2,877,882.00"	"4,742,100.00"	"2,877,882.00"	6.1	"46,662,000.00"	-	-	-
1300	WAVE-W1	0.31	0.31	0.3	0.3	-3.23	"30,400.00"	"9,201.00"	"30,400.00"	"9,201.00"	0.07	"12,635,920.20"	-	-	-
1301	KBANK	186	187	178.5	180	-3.23	"16,518,900.00"	"2,997,819,100.00"	"17,331,390.00"	"3,143,831,489.50"	0.87	"430,786,834,740.00"	11.6	1.16	2.22
1302	SKN	3.7	3.68	3.5	3.58	-3.24	"372,800.00"	"1,333,786.00"	"372,801.00"	"1,333,789.76"	0.05	"2,864,000,000.00"	13.35	1.22	3
1303	GUNK28C1906A	0.3	0.3	0.28	0.29	-3.33	"1,462,200.00"	"427,384.00"	"1,462,200.00"	"427,384.00"	2.03	"20,880,000.00"	-	-	-
1304	IVL13C1904A	0.3	0.32	0.27	0.29	-3.33	"6,207,900.00"	"1,844,664.00"	"6,207,900.00"	"1,844,664.00"	5.17	"34,800,000.00"	-	-	-
1305	RS27C1905A	0.3	0.3	0.29	0.29	-3.33	"1,675,000.00"	"499,050.00"	"1,675,000.00"	"499,050.00"	3.35	"14,500,000.00"	-	-	-
1306	KTB01C1903A	0.3	0.31	0.29	0.29	-3.33	"12,312,400.00"	"3,732,414.00"	"12,312,400.00"	"3,732,414.00"	17.5	"20,404,400.00"	-	-	-
1307	BEM19C1901A	0.6	0.58	0.56	0.58	-3.33	"1,187,800.00"	"675,468.00"	"1,187,800.00"	"675,468.00"	0.99	"69,600,000.00"	-	-	-
1308	MONO-W1	0.3	0.3	0.29	0.29	-3.33	"960,100.00"	"281,694.00"	"960,100.00"	"281,694.00"	0.07	"392,182,394.07"	-	-	-
1309	SDC	0.3	0.31	0.29	0.29	-3.33	"1,113,800.00"	"330,039.00"	"1,113,800.00"	"330,039.00"	0.01	"3,284,082,733.22"	N/A	1.76	N/A
1310	GEL	0.3	0.3	0.29	0.29	-3.33	"872,300.00"	"259,178.00"	"872,308.00"	"259,179.76"	0.02	"1,565,384,384.81"	N/A	0.33	N/A
